Gene_ID,Gene_Annotation ,Expression_values,Gene_length,Unique_gene_reads,Total_gene_reads,RPKM
g4164.t1,phospholipase c,1143,2049,1143,1913,46.6445
g4165.t1,Not Available,0,522,0,0,0.0000
g4166.t1,Not Available,2,954,2,2,0.1047
g4167.t1,Not Available,0,459,0,0,0.0000
g4168.t1,Not Available,128,3039,128,287,4.7182
g4169.t1,glycogen phosphorylase,5061,2676,5061,11906,222.2834
g417.t1,ras-like gtp-binding,226,5313,226,679,6.3849
g4170.t1,guanine nucleotide-binding protein alpha-3 subunit,1829,1077,1829,1829,84.8448
g4171.t1,Not Available,249,531,249,249,23.4278
g4172.t1,Not Available,27,729,27,27,1.8504
g4173.t1,sh3 domain-containing protein,514,2664,514,1215,22.7861
g4174.t1,Not Available,1,861,1,3,0.1741
g4175.t1,Not Available,0,1035,0,1,0.0483
g4176.t1,Not Available,2,498,2,2,0.2006
g4177.t1,plasma membrane channel protein,516,2157,516,875,20.2668
g4178.t1,Not Available,13,3087,13,29,0.4693
g4179.t1,rna binding protein mssp-2,6,1641,6,7,0.2131
g418.t1,Not Available,769,2622,769,1497,28.5244
g4180.t1,Not Available,18,288,18,18,3.1225
g4181.t1,nadph-cytochrome p450 reductase,479,2568,479,2188,42.5676
g4182.t1,Not Available,0,1995,0,2,0.0501
g4183.t1,cell morphogenesis protein pag1,1807,8718,1807,2935,16.8197
g4184.t1,Not Available,1,1026,1,2,0.0974
g4185.t1,mitosis protein dim1,828,3666,828,2192,29.8728
g4186.t1,translocation protein sec62,995,3675,995,1402,19.0598
g4187.t1,acetyltransferase [Glomerella graminicola M1.001],187,648,187,256,19.7375
g4188.t1,phosphoribosylglycinamide formyltransferase,212,672,212,305,22.6756
g4189.t1,Not Available,14,843,14,22,1.3038
g419.t1,cytochrome mitochondrial precursor,1267,1479,1267,3123,105.4948
g4190.t1,phospholipase d2,1000,4764,1000,2117,22.2012
g4191.t1,Not Available,1,780,1,3,0.1922
g4192.t1,disulfide isomerase,1559,2925,1559,3874,66.1700
g4193.t1,acyl binding protein,11654,1413,11654,11800,417.2219
g4194.t1,tyrosyl-dna phosphodiesterase,290,1566,290,294,9.3796
g4195.t1,amid-like mitochondrial oxidoreductase,1394,2448,1394,2826,57.6751
g4196.t1,eps15-like protein pan1p,930,2427,930,1851,38.1034
g4197.t1,tor signalling pathway regulator,480,1080,480,657,30.3927
g4198.t1,Not Available,17,765,17,29,1.8939
g4199.t1,Not Available,130,1173,130,312,13.2887
g42.t1,Not Available,0,933,0,0,0.0000
g420.t1,vacuolar protein-sorting protein bro1,1361,2976,1361,2022,33.9450
g4200.t1,Not Available,0,606,0,3,0.2473
g4201.t1,Not Available,75,357,75,106,14.8342
g4202.t1,hypothetical protein CH063_06314 [Colletotrichum higginsianum],153,5934,153,710,5.9778
g4203.t1,fatty acid synthase subunit alpha,654,5595,654,3137,28.0118
g4204.t1,fatty acid synthase beta subunit dehydratase,1083,6339,1083,5496,43.3165
g4205.t1,fungal transcriptional regulatory protein,892,10806,892,3070,14.1939
g4206.t1,guanine deaminase,91,1383,91,111,4.0098
g4207.t1,pentatricopeptide repeat protein,563,3651,563,725,9.9210
g4208.t1,ku70 protein,1623,1962,1623,1623,41.3282
g4209.t1,Not Available,123,1281,123,202,7.8782
g421.t1,Not Available,4,1572,4,6,0.1907
g4210.t1,ferrochelatase precursor,405,1299,405,683,26.2687
g4211.t1,Not Available,7,1302,7,17,0.6523
g4212.t1,chromosome transmission fidelity protein,157,3039,157,274,4.5045
g4213.t1,Not Available,0,765,0,0,0.0000
g4214.t1,kinase d-interacting substrate of 220 kda-like,243,3816,243,243,3.1815
g4215.t1,pre-mrna cleavage complex ii protein clp1,185,1371,185,227,8.2721
g4216.t1,Not Available,0,714,0,0,0.0000
g4217.t1,stress response rci peptide,3385,1299,3385,3558,136.8435
g4218.t1,argonaute sirna chaperone complex subunit arb1,738,2004,738,765,19.0718
g4219.t1,inositol polyphosphate multikinase,417,1155,417,1082,46.8029
g422.t1,mitochondrial chaperone,629,1593,629,945,29.6376
g4220.t1,Not Available,69,1041,69,193,9.2626
g4221.t1,atp-dependent rna helicase dhx8,235,5562,235,1281,11.5066
g4222.t1,pre-rrna-processing protein esf1,102,5397,102,566,5.2395
g4223.t1,Not Available,48,375,48,48,6.3950
g4224.t1,gmp synthase,171,2094,171,309,7.3724
g4225.t1,g protein-coupled receptor : git3_c,397,1683,397,591,17.5441
g4226.t1,Not Available,73,597,73,190,15.9003
g4227.t1,exopolyphosphatase,379,1170,379,589,25.1511
g4228.t1,Not Available,0,510,0,1,0.0980
g4229.t1,atp25_nech7 ame: full=atpase synthesis protein mitochondrial flags: precursor,343,2130,343,627,14.7067
g423.t1,Not Available,173,1881,173,336,8.9244
g4230.t1,Not Available,26,1371,26,49,1.7856
g4231.t1,dna-dependent rna polymerase,223,5283,223,820,7.7546
g4232.t1,gu4 nucleic-binding protein,614,4464,614,2763,30.9232
g4233.t1,Not Available,5,336,5,7,1.0408
g4234.t1,iswi chromatin-remodeling complex atpase isw2,35,753,35,41,2.7203
g4235.t1,"hypothetical protein CH063_06019, partial [Colletotrichum higginsianum]",115,2703,115,294,5.4341
g4236.t1,tetracycline efflux protein,21,2496,21,59,1.1810
g4237.t1,cysteine protease,0,1986,0,0,0.0000
g4238.t1,Not Available,0,420,0,1,0.1190
g4239.t1,uncharacterized protein LOC100382546 [Zea mays],166,4668,166,474,5.0731
g424.t1,hypothetical protein VDAG_08966 [Verticillium dahliae VdLs.17],66,483,66,225,23.2736
g4240.t1,serine threonine-protein kinase nrc-2,867,4977,867,2207,22.1545
g4241.t1,c2h2 finger domain-containing protein,49,1353,49,102,3.7664
g4242.t1,Not Available,0,549,0,1,0.0910
g4243.t1,pumilio-family rna binding repeat protein,8,2316,8,27,0.5824
g4244.t1,Not Available,0,1974,0,3,0.0759
g4245.t1,nadh-ubiquinone oxidoreductase 78 kda subunit,1999,2607,1999,5726,109.7331
g4246.t1,conserved hypothetical protein [Clavispora lusitaniae ATCC 42720],2,2019,2,7,0.1732
g4247.t1,Not Available,12,609,12,36,2.9533
g4248.t1,hypothetical protein CHGG_10221 [Chaetomium globosum CBS 148.51],16,576,16,58,5.0308
g4249.t1,Not Available,69,2124,69,181,4.2575
g425.t1,Not Available,31,837,31,31,1.8504
g4250.t1,acyl binding family protein,138,2415,138,379,7.8406
g4251.t1,protein family upf0061,143,2841,143,583,10.2524
g4252.t1,Not Available,19,2322,19,84,1.8074
g4253.t1,heat shock protein mitochondrial precursor,164,1890,164,1644,43.4578
g4254.t1,heat shock protein,593,3405,593,3936,57.7518
g4255.t1,trna (cytosine-5-)-methyltransferase ncl1,93,1965,93,197,5.0088
g4256.t1,ubiquitin supergroup,6339,1449,6339,6927,238.8384
g4257.t1,cofilin tropomyosin-type actin-binding protein,3161,909,3161,3572,196.3246
g4258.t1,Not Available,0,1509,0,0,0.0000
g4259.t1,cytokinesis regulator,1390,2994,1390,1923,32.0889
g426.t1,Not Available,189,1602,189,300,9.3559
g4260.t1,hypothetical protein TRIREDRAFT_53468 [Trichoderma reesei QM6a],352,1101,352,567,25.7290
g4261.t1,hypothetical protein GLRG_05152 [Glomerella graminicola M1.001],17,1656,17,21,0.6336
g4262.t1,Not Available,0,873,0,0,0.0000
g4263.t1,Not Available,9,522,9,19,1.8185
g4264.t1,protein,4,498,4,7,0.7023
g4265.t1,Not Available,3,222,3,3,0.6751
g4266.t1,hypothetical protein CH063_01898 [Colletotrichum higginsianum],204,783,204,204,13.0165
g4267.t1,hypothetical protein [Podospora anserina S mat+],231,1188,231,708,29.7745
g4268.t1,Not Available,0,657,0,1,0.0760
g4269.t1,Not Available,317,2442,317,330,6.7514
g427.t1,c2h2 finger domain containing protein,717,3036,717,1433,23.5815
g4270.t1,Not Available,0,324,0,1,0.1542
g4271.t1,aaa family atpase-like protein,235,2859,235,1389,24.2725
g4272.t1,lin1 family protein,181,2637,181,1140,21.5984
g4273.t1,Not Available,0,252,0,3,0.5948
g4274.t1,ubiquitin fusion degradation protein,729,1152,729,1037,44.9732
g4275.t1,Not Available,0,609,0,0,0.0000
g4276.t1,hypothetical protein GLRG_05185 [Glomerella graminicola M1.001],596,2268,596,1128,24.8481
g4277.t1,Not Available,18,990,18,37,1.8672
g4278.t1,Not Available,62,972,62,121,6.2194
g4279.t1,Not Available,181,948,181,181,9.5389
g428.t1,Not Available,0,1023,0,2,0.0977
g4280.t1,hlh transcription,5688,2913,5688,10401,178.3865
g4281.t1,glyceraldehyde-3-phosphate dehydrogenase,31171,1014,31171,99056,4880.5649
g4282.t1,Not Available,0,579,0,0,0.0000
g4283.t1,integral membrane protein,215,1446,215,577,19.9359
g4284.t1,Not Available,12,1164,12,37,1.5881
g4285.t1,Not Available,37,759,37,151,9.9395
g4286.t1,hypothetical protein NECHADRAFT_99937 [Nectria haematococca mpVI 77-13-4],382,912,382,1455,79.7068
g4287.t1,protein transport protein,1922,3777,1922,3878,51.2965
g4288.t1,Not Available,4,1815,4,10,0.2753
g4289.t1,Not Available,0,1017,0,2,0.0983
g429.t1,f-box domain-containing protein,0,306,0,0,0.0000
g4290.t1,peptidyl-prolyl cis-trans isomerase e,454,456,454,580,63.5463
g4291.t1,Not Available,4,291,4,5,0.8584
g4292.t1,hypothetical protein NCU06740 [Neurospora crassa OR74A],5252,1035,5252,5406,260.9534
g4293.t1,cytochrome c oxidase polypeptide vib,4557,264,4557,5082,961.7407
g4294.t1,40s ribosomal protein s10b,1778,1479,1778,5700,192.5458
g4295.t1,hypothetical protein CH063_03994 [Colletotrichum higginsianum],699,1506,699,2237,74.2110
g4296.t1,pq loop repeat protein,131,759,131,131,8.6230
g4297.t1,hect-domain-containing protein,1765,3537,1765,1949,27.5299
g4298.t1,Not Available,0,207,0,1,0.2414
g4299.t1,50s ribosomal protein mrp49,931,2904,931,1213,20.8685
g43.t1,gpi anchored,0,504,0,0,0.0000
g430.t1,kinesin heavy chain,481,2802,481,1146,20.4335
g4300.t1,protein phosphatase inhibitor,122,2649,122,149,2.8102
g4301.t1,ddenn domain-containing protein,1191,3540,1191,1369,19.3209
g4302.t1,protein phosphatase inhibitor,736,2328,736,921,19.7653
g4303.t1,duf726 domain-containing protein,90,2247,90,112,2.4902
g4304.t1,Not Available,0,534,0,1,0.0936
g4305.t1,duf726 domain protein,335,858,335,379,22.0688
g4306.t1,pre-rrna processing protein,2690,5841,2690,5710,48.8401
g4307.t1,small nucleolar ribonucleoprotein complex subunit,131,2589,131,328,6.3295
g4308.t1,urease accessory protein ureg,289,2298,289,639,13.8924
g4309.t1,Not Available,23,1065,23,41,1.9234
g431.t1,Not Available,121,3102,121,267,4.3003
g4310.t1,gtp-binding protein,110,2454,110,179,3.6442
g4311.t1,ribosomal large subunit biogenesis protein,204,942,204,440,23.3361
g4312.t1,aminodeoxychorismate synthase,127,2583,127,245,4.7388
g4313.t1,Not Available,0,651,0,1,0.0767
g4314.t1,Not Available,0,624,0,4,0.3203
g4315.t1,Not Available,425,642,425,487,37.8984
g4316.t1,acetyl- synthetase-like protein,3626,4353,3626,5895,67.6585
g4317.t1,proteasome subunit alpha type-1,1010,765,1010,2911,190.1113
g4318.t1,Not Available,3,357,3,3,0.4198
g4319.t1,hypothetical protein SXCC_03972 [Gluconacetobacter sp. SXCC-1],4217,4830,4217,8124,84.0330
g432.t1,ubiquitin-conjugating enzyme e2 2,1185,456,1185,1185,129.8317
g4320.t1,atp-dependent rna helicase ded1,83,1947,83,235,6.0302
g4321.t1,proteasome subunit beta type-2,4557,1980,4557,4725,119.2241
g4322.t1,ribosomal rna-processing protein,198,1725,198,211,6.1111
g4323.t1,Not Available,20,1377,20,43,1.5601
g4324.t1,sentrin-specific protease,960,3441,960,1374,19.9494
g4325.t1,hypothetical protein GLRG_03621 [Glomerella graminicola M1.001],29,2664,29,29,0.5439
g4326.t1,predicted protein [Chaetomium globosum CBS 148.51],510,3891,510,519,6.6640
g4327.t1,Not Available,660,2757,660,1175,21.2926
g4328.t1,glucose oxidase,3884,1956,3884,8077,206.3044
g4329.t1,Not Available,27,477,27,27,2.8280
g433.t1,acetyl- acetyltransferase,571,1329,571,2623,98.6054
g4330.t1,Not Available,86,2184,86,138,3.1568
g4331.t1,hypothetical protein CHGG_08617 [Chaetomium globosum CBS 148.51],3023,1437,3023,5496,191.0809
g4332.t1,endo- -beta-,0,1017,0,0,0.0000
g4333.t1,3-oxoacyl-(acyl-carrier-protein) reductase,1099,759,1099,1099,72.3408
g4334.t1,mitochondrial fusion protein,449,1428,449,817,28.5839
g4335.t1,Not Available,0,402,0,1,0.1243
g4336.t1,Not Available,2,765,2,2,0.1306
g4337.t1,duf1665 domain-containing protein,246,1635,246,396,12.1005
g4338.t1,2fe-2s iron-sulfur cluster binding domain protein,73,585,73,131,11.1877
g4339.t1,50s ribosomal protein l1,518,4146,518,2909,35.0543
g434.t1,Not Available,366,2259,366,1096,24.2394
g4340.t1,glutamyl-trna synthetase,168,1908,168,1623,42.4979
g4341.t1,conserved oligomeric golgi complex subunit 2,404,1899,404,782,20.5735
g4342.t1,bzip transcription factor,910,1881,910,1626,43.1876
g4343.t1,Not Available,215,5982,215,310,2.5891
g4344.t1,hypothetical protein CH063_02926 [Colletotrichum higginsianum],1372,5439,1372,1782,16.3688
g4345.t1,hypothetical protein TRIATDRAFT_219226 [Trichoderma atroviride IMI 206040],114,2307,114,188,4.0713
g4346.t1,Not Available,28,2004,28,50,1.2465
g4347.t1,f-box domain-containing protein,2365,1374,2365,2908,105.7389
g4348.t1,cytochrome p450,3,1224,3,3,0.1225
g4349.t1,major facilitator superfamily transporter,3,1512,3,6,0.1983
g435.t1,pci domain-containing protein,171,2976,171,210,3.5254
g4350.t1,Not Available,0,822,0,0,0.0000
g4351.t1,Not Available,98,1449,98,223,7.6889
g4352.t1,ap-1 complex subunit mu,773,1341,773,1875,69.8554
g4353.t1,Not Available,18,816,18,27,1.6531
g4354.t1,set domain-containing protein rms1,909,1599,909,1140,35.6192
g4355.t1,Not Available,410,897,410,445,24.7853
g4356.t1,clock controlled protein,5863,1902,5863,7063,185.5265
g4357.t1,Not Available,386,534,386,594,55.5741
g4358.t1,Not Available,21,387,21,66,8.5204
g4359.t1,hypothetical protein MGG_07325 [Magnaporthe oryzae 70-15],96,1587,96,217,6.8314
g436.t1,sun domain protein,32,1377,32,41,1.4876
g4360.t1,benzoylformate decarboxylase,89,906,89,183,10.0914
g4361.t1,wsc domain-containing protein,117,1725,117,211,6.1111
g4362.t1,Not Available,0,1230,0,2,0.0812
g4363.t1,serine threonine protein kinase,3,648,3,3,0.2313
g4364.t1,uba ts-n domain-containing protein,896,3870,896,1512,19.5195
g4365.t1,ubiquitin-conjugating enzyme,304,2166,304,675,15.5694
g4366.t1,Not Available,139,1065,139,139,6.5207
g4367.t1,small nuclear ribonucleoprotein sm d3,428,2787,428,745,13.3551
g4368.t1,Not Available,41,435,41,100,11.4852
g4369.t1,trna methyltransferase complex gcd14 subunit,453,5835,453,1198,10.2575
g437.t1,Not Available,4,486,4,4,0.4112
g4370.t1,cysteinyl-trna synthetase,737,5877,737,2263,19.2378
g4371.t1,phosphoribosylformylglycinamidine synthase,356,4086,356,653,7.9844
g4372.t1,conserved hypothetical protein [Verticillium albo-atrum VaMs.102],1890,2292,1890,2283,49.7644
g4373.t1,Not Available,0,747,0,0,0.0000
g4374.t1,alanine-glyoxylate aminotransferase,1581,1074,1581,2922,135.9262
g4375.t1,vacuolar protein sorting-associated protein,2025,2717,2025,3004,55.2380
g4376.t1,sgo1_neucr ame: full=shugoshin,162,3120,162,215,3.4428
g4377.t1,dash complex subunit dad2,108,2763,108,216,3.9057
g4378.t1,nmra-like family protein,38,1044,38,50,2.3927
g4379.t1,Not Available,20,672,20,74,5.5016
g438.t1,abc transporter,1924,3111,1924,2467,39.6184
g4380.t1,carboxylesterase family protein,322,2193,322,388,8.8394
g4381.t1,alpha-l-rhamnosidase,128,4068,128,204,2.5054
g4382.t1,Not Available,0,2163,0,4,0.0924
g4383.t1,sugar transporter,29,1476,29,77,2.6063
g4384.t1,Not Available,0,1290,0,1,0.0387
g4385.t1,phenmedipham hydrolase,130,2892,130,370,6.3919
g4386.t1,Not Available,15,1308,15,38,1.4515
g4387.t1,transmembrane alpha-helix domain-containing protein,1232,1347,1232,3488,129.3708
g4388.t1,hypothetical protein NECHADRAFT_35598 [Nectria haematococca mpVI 77-13-4],19,621,19,19,1.5286
g4389.t1,Not Available,35,1083,35,64,2.9524
g439.t1,spherulin-1b precursor,83,810,83,98,6.0446
g4390.t1,hypothetical protein FOXB_09382 [Fusarium oxysporum Fo5176],1173,2322,1173,1588,34.1677
g4391.t1,Not Available,0,600,0,0,0.0000
g4392.t1,Not Available,0,402,0,0,0.0000
g4393.t1,atp dependent rna helicase,370,2043,370,462,11.2980
g4394.t1,Not Available,0,834,0,1,0.0599
g4395.t1,glutathione reductase,394,1524,394,1744,57.1727
g4396.t1,Not Available,551,2514,551,1847,36.7053
g4397.t1,g2 m phase checkpoint control protein,542,1734,542,838,24.1447
g4398.t1,nulp1-pending protein,265,2172,265,474,10.9030
g4399.t1,Not Available,0,1065,0,0,0.0000
g44.t1,Not Available,0,384,0,0,0.0000
g440.t1,Not Available,14,804,14,28,1.7399
g4400.t1,Not Available,0,246,0,1,0.2031
g4401.t1,zn2cys6 transcription factor,87,2346,87,249,5.3027
g4402.t1,Not Available,5,2136,5,19,0.4444
g4403.t1,nonspecific lipid-transfer mitochondrial precursor,1030,1839,1030,1845,50.1236
g4404.t1,hypothetical protein VDAG_06909 [Verticillium dahliae VdLs.17],2255,1920,2255,3963,103.1217
g4405.t1,mitochondrial escape protein 2,462,4101,462,1084,13.2059
g4406.t1,Not Available,0,444,0,0,0.0000
g4407.t1,cupin domain-containing protein,107,4269,107,268,3.1364
g4408.t1,ribonuclease h2 subunit a,231,5676,231,534,4.7003
g4409.t1,protein sey1,797,2619,797,2227,42.4827
g441.t1,Not Available,1,942,1,1,0.0530
g4410.t1,dienelactone hydrolase,1130,1002,1130,1883,93.8880
g4411.t1,serine threonine protein kinase,1240,2658,1240,2333,43.8518
g4412.t1,Not Available,201,912,201,237,12.9832
g4413.t1,Not Available,10,438,10,10,1.1407
g4414.t1,alkaline ceramidase family protein,202,801,202,251,15.6556
g4415.t1,Not Available,2,342,2,6,0.8765
g4416.t1,7alpha-cephem-methoxylase-like protein,1302,843,1302,1302,77.1633
g4417.t1,Not Available,177,1824,177,535,14.6540
g4418.t1,deacetylase complex subunit,104,1587,104,285,8.9721
g4419.t1,hypothetical protein THITE_162666 [Thielavia terrestris NRRL 8126],34,1161,34,45,1.9365
g442.t1,peroxisome biosynthesis protein (pas10 peroxin-12),5935,3282,5935,10448,159.0457
g4420.t1,Not Available,3,1209,3,10,0.4132
g4421.t1,hypothetical protein MAA_01693 [Metarhizium anisopliae ARSEF 23],385,1092,385,643,29.4182
g4422.t1,gtp-binding protein ypt1,3603,612,3603,6543,534.1371
g4423.t1,Not Available,282,825,282,424,25.6767
g4424.t1,related to gastric mucin,552,3399,552,766,11.2591
g4425.t1,Not Available,83,5799,83,123,1.0597
g4426.t1,wd repeat-containing protein,148,1188,148,366,15.3919
g4427.t1,minichromosome loss protein,117,2733,117,199,3.6378
g4428.t1,Not Available,0,474,0,1,0.1054
g4429.t1,Not Available,57,2517,57,93,1.8460
g443.t1,thioesterase superfamily protein,8,531,8,8,0.7527
g4430.t1,Not Available,0,306,0,0,0.0000
g4431.t1,Not Available,66,1944,66,132,3.3924
g4432.t1,flocculation suppression protein,336,1842,336,719,19.5014
g4433.t1,Not Available,0,657,0,0,0.0000
g4434.t1,Not Available,218,1032,218,356,17.2345
g4435.t1,Not Available,27,2526,27,45,0.8900
g4436.t1,nuclear envelope protein,1514,5823,1514,2486,21.3295
g4437.t1,snare domain-containing protein,888,801,888,1247,77.7788
g4438.t1,Not Available,0,471,0,2,0.2121
g4439.t1,glycosyltransferase family 4 protein,410,3174,410,707,11.1286
g444.t1,Not Available,0,690,0,0,0.0000
g4440.t1,Not Available,4,516,4,10,0.9682
g4441.t1,gamma-glutamyltranspeptidase,21,1680,21,36,1.0706
g4442.t1,trna (uracil-5-)-methyltransferase,110,3732,110,453,6.0643
g4443.t1,Not Available,0,1515,0,5,0.1649
g4444.t1,actin cytoskeleton organization protein,44,2118,44,162,3.8213
g4445.t1,ankyrin repeat-containing protein,70,843,70,70,4.1486
g4446.t1,hypothetical protein SNOG_14105 [Phaeosphaeria nodorum SN15],0,606,0,0,0.0000
g4447.t1,transcription factor tfiih subunit,350,2043,350,608,14.8683
g4448.t1,Not Available,0,1080,0,4,0.1850
g4449.t1,threonine aspartase,189,1776,189,223,6.2732
g445.t1,Not Available,108,1230,108,170,6.9051
g4450.t1,Not Available,0,399,0,1,0.1252
g4451.t1,arp2 3 complex subunit,2807,1311,2807,4297,163.7532
g4452.t1,Not Available,460,984,460,780,39.6029
g4453.t1,Not Available,1040,865,1040,2326,134.3448
g4454.t1,chlorocatechol -dioxygenase,3152,972,3152,6759,347.4109
g4455.t1,Not Available,0,1569,0,0,0.0000
g4456.t1,hypothetical protein TRIVIDRAFT_67255 [Trichoderma virens Gv29-8],2,687,2,2,0.1454
g4457.t1,Not Available,16356,1629,16356,39678,1216.9030
g4458.t1,glucan -beta-glucosidase,2257,1266,2257,6332,249.8817
g4459.t1,maltose permease,13,1563,13,13,0.4155
g446.t1,conserved hypothetical protein [Verticillium albo-atrum VaMs.102],96,1023,96,156,7.6186
g4460.t1,amidohydrolase,30,1305,30,51,1.9525
g4461.t1,Not Available,0,957,0,2,0.1044
g4462.t1,c6 transcription,137,1581,137,138,4.3609
g4463.t1,dj-1 family protein,5532,1482,5532,5560,187.4364
g4464.t1,rnase h domain protein,8228,1023,8228,21711,1060.3066
g4465.t1,expressed protein [Nectria haematococca mpVI 77-13-4],4098,687,4098,14184,1031.5000
g4466.t1,enoyl- hydratase isomerase family protein,343,756,343,343,22.6673
g4467.t1,nonribosomal peptide synthetase 12,733,3534,733,2277,32.1902
g4468.t1,Not Available,35,2937,35,119,2.0243
g4469.t1,casein kinase delta,0,1443,0,0,0.0000
g447.t1,sap domain-containing protein,228,2079,228,343,8.2427
g4470.t1,ankyrin and het domain protein,80,2613,80,95,1.8164
g4471.t1,aldo keto reductase,272,4335,272,994,11.4558
g4472.t1,glycosyl family,0,660,0,4,0.3028
g4473.t1,ribosome assembly protein rrb1,74,2286,74,178,3.8902
g4474.t1,Not Available,18,1215,18,110,4.5232
g4475.t1,Not Available,62,2886,62,103,1.7831
g4476.t1,wd repeat domain-containing protein,213,2601,213,394,7.5680
g4477.t1,Not Available,237,2106,237,381,9.0384
g4478.t1,cell cycle control protein,256,909,256,365,20.0612
g4479.t1,cell cycle control protein,708,3195,708,1323,20.6879
g448.t1,Not Available,0,897,0,1,0.0557
g4480.t1,ohcu decarboxylase,77,1380,77,197,7.1321
g4481.t1,Not Available,7,987,7,7,0.3543
g4482.t1,acyl- thioesterase ii,239,1107,239,290,13.0881
g4483.t1,Not Available,0,435,0,1,0.1149
g4484.t1,cytochrome c oxidase polypeptide mitochondrial precursor,8304,579,8304,9131,787.8926
g4485.t1,hypothetical protein GLRG_11253 [Glomerella graminicola M1.001],519,3333,519,1193,17.8827
g4486.t1,Not Available,11,519,11,18,1.7327
g4487.t1,glycosyltransferase family 15 protein,509,2472,509,1369,27.6683
g4488.t1,Not Available,64,1422,64,68,2.3891
g4489.t1,hypothetical protein CH063_11689 [Colletotrichum higginsianum],68,981,68,68,3.4631
g449.t1,electron transfer flavoprotein beta-subunit,1801,1095,1801,4292,195.8271
g4490.t1,Not Available,25,528,25,25,2.3656
g4491.t1,Not Available,2570,2202,2570,3086,70.0174
g4492.t1,myb dna-binding domain protein,730,1050,730,1040,49.4847
g4493.t1,Not Available,578,1593,578,3807,119.3973
g4494.t1,glycoside hydrolase family 16 protein,2662,3009,2662,10585,175.7502
g4495.t1,Not Available,0,699,0,0,0.0000
g4496.t1,dihydroxy-acid dehydratase,520,2841,520,1686,29.6492
g4497.t1,hypothetical protein MYCTH_2303128 [Myceliophthora thermophila ATCC 42464],325,9951,325,896,4.4985
g4498.t1,Not Available,21,495,21,21,2.1195
g4499.t1,sorting nexin mvp-1,336,4653,336,666,7.1510
g45.t1,Not Available,5,879,5,7,0.3979
g450.t1,Not Available,13,1125,13,27,1.1991
g4500.t1,Not Available,1,1836,1,7,0.1905
g4501.t1,hypothetical protein HMPREF1120_08468 [Exophiala dermatitidis NIH/UT8656],140,1320,140,142,5.3745
g4502.t1,fungal specific transcription factor domain-containing protein,244,2427,244,714,14.6979
g4503.t1,Not Available,19,1815,19,77,2.1195
g4504.t1,Not Available,21,1470,21,44,1.4954
g4505.t1,polysaccharide deacetylase family protein,3,912,3,6,0.3287
g4506.t1,short-chain dehydrogenase reductase sdr,132,828,132,193,11.6454
g4507.t1,chitin synthase export chaperone,816,2496,816,1547,30.9651
g4508.t1,acyl- :6-aminopenicillanic-acid-acyltransferase,414,2637,414,800,15.1568
g4509.t1,Not Available,17,408,17,33,4.0409
g451.t1,zinc finger protein gcs1,887,2886,887,2389,41.3568
g4510.t1,Not Available,0,249,0,1,0.2006
g4511.t1,Not Available,263,606,263,263,21.6826
g4512.t1,cyclin [Glomerella graminicola M1.001],2050,2094,2050,2640,62.9875
g4513.t1,aaa family protein,257,4331,257,439,5.0641
g4514.t1,Not Available,0,1794,0,1,0.0278
g4515.t1,l-arabinitol 4-dehydrogenase,2,1065,2,2,0.0938
g4516.t1,Not Available,0,789,0,0,0.0000
g4517.t1,short chain dehydrogenase reductase family,0,834,0,0,0.0000
g4518.t1,pectinesterase precursor,0,987,0,1,0.0506
g4519.t1,Not Available,0,768,0,2,0.1301
g452.t1,carbamoyl-phosphate synthase,392,1410,392,954,33.8031
g4520.t1,sam dependent methyltransferase,59,1071,59,59,2.7523
g4521.t1,sam dependent methyltransferase,41,1062,41,41,1.9288
g4522.t1,sam dependent methyltransferase,373,1191,373,373,15.6468
g4523.t1,sam dependent methyltransferase,801,1005,801,801,39.8193
g4524.t1,hypothetical protein GLRG_02491 [Glomerella graminicola M1.001],343,3624,343,525,7.2377
g4525.t1,hypothetical protein NECHADRAFT_55411 [Nectria haematococca mpVI 77-13-4],57,606,57,63,5.1939
g4526.t1,oxidoreductase family protein,73,1122,73,73,3.2506
g4527.t1,hypothetical protein SMAC_06954 [Sordaria macrospora k-hell],66,597,66,77,6.4438
g4528.t1,Not Available,0,1242,0,0,0.0000
g4529.t1,family protein,0,726,0,0,0.0000
g453.t1,Not Available,35,1233,35,115,4.6597
g4530.t1,c2h2 transcription factor,46,1989,46,46,1.1554
g4531.t1,para-nitrophenol 4-monooxygenase,0,1209,0,0,0.0000
g4532.t1,Not Available,0,708,0,0,0.0000
g4533.t1,15-hydroxyprostaglandin dehydrogenase (nad(+)),0,1662,0,0,0.0000
g4534.t1,aryl-alcohol oxidase vanillyl-alcohol oxidase,1,1815,1,1,0.0275
g4535.t1,Not Available,72,297,72,178,29.9427
g4536.t1,mac1 interacting protein,40,270,40,106,19.6141
g4537.t1,Not Available,0,1416,0,0,0.0000
g4538.t1,nadp-dependent alcohol dehydrogenase,0,1092,0,0,0.0000
g4539.t1,Not Available,17,2283,17,72,1.5756
g454.t1,Not Available,3033,1563,3033,4686,149.7858
g4540.t1,ccch and ring finger protein,26,852,26,195,11.4346
g4541.t1,major facilitator superfamily transporter,20,1668,20,35,1.0483
g4542.t1,sugar transporter,73,1383,73,73,2.6371
g4543.t1,Not Available,191,717,191,387,26.9662
g4544.t1,geranylgeranyl pyrophosphate synthetase,1186,1182,1186,1914,80.9006
g4545.t1,Not Available,13,657,13,13,0.9886
